,mood,title,tags,artist_name
51993,sad,2. Stype,"['massive distribution', 'massdist']",Jonah Rapino
51994,sad,3. Temper,"['massive distribution', 'massdist']",Jonah Rapino
51995,sad,4. Vulture,"['massive distribution', 'massdist']",Jonah Rapino
51996,sad,5. G.S. Heron,"['massive distribution', 'massdist']",Jonah Rapino
51997,sad,6. Bartok,"['massive distribution', 'massdist']",Jonah Rapino
51998,sad,7. Miss Mary,"['massive distribution', 'massdist']",Jonah Rapino
51999,sad,8. Britten,"['massive distribution', 'massdist']",Jonah Rapino
52000,sad,9. Blue Heaven,"['massive distribution', 'massdist']",Jonah Rapino
52001,sad,10. Willy,"['massive distribution', 'massdist']",Jonah Rapino
52002,sad,11. Jesus Lizard,"['massive distribution', 'massdist']",Jonah Rapino
52003,sad,12. Goodnight,"['massive distribution', 'massdist']",Jonah Rapino
52004,sad,13. Pratt St.,"['massive distribution', 'massdist']",Jonah Rapino
52005,sad,14. Yellow Stone,"['massive distribution', 'massdist']",Jonah Rapino
52006,sad,15. Judds,"['massive distribution', 'massdist']",Jonah Rapino
52007,sad,16. Lonesome Blues,"['massive distribution', 'massdist']",Jonah Rapino
52008,sad,17. Yipsy,"['massive distribution', 'massdist']",Jonah Rapino
52009,sad,18. Jerk,"['massive distribution', 'massdist']",Jonah Rapino
52010,sad,19. Male Fantasy,"['massive distribution', 'massdist']",Jonah Rapino
52011,sad,20. Take A Walk,"['massive distribution', 'massdist']",Jonah Rapino
52012,sad,21. Jump,"['massive distribution', 'massdist']",Jonah Rapino
52013,sad,22. Bicycle,"['massive distribution', 'massdist']",Jonah Rapino
52014,sad,23. Guitars,"['massive distribution', 'massdist']",Jonah Rapino
52015,sad,24. Mom,"['massive distribution', 'massdist']",Jonah Rapino
52016,sad,25. Corn Picker,"['massive distribution', 'massdist']",Jonah Rapino
52017,sad,26. Whistling,"['massive distribution', 'massdist']",Jonah Rapino
52047,happy,Simple Minds,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52048,happy,Term Notice,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52049,happy,Shad Johnson,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52050,happy,D.E.S.,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52051,happy,Straighten Up,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52052,happy,No Callback,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52053,happy,Commuter,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52054,happy,The Station,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52055,happy,Suit and Tie,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52056,happy,Nervous Breakdown,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52057,happy,Got a Job,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52058,happy,Retirement Song,"['classic punk', 'monitors', 'punk', 'tucson']",The Monitors
52071,confident/sassy,Don't You Worry,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52072,confident/sassy,Heat,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52073,confident/sassy,Bullit,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52074,confident/sassy,Yup,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52075,confident/sassy,Dark Kingdom,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52076,confident/sassy,Freestyle Joint,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52077,confident/sassy,King of the Streets,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52078,confident/sassy,World of Concrete,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52079,confident/sassy,My Love,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52080,confident/sassy,Still Balling,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52081,confident/sassy,Trying to Understand,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52082,confident/sassy,So Much Pain,"['tricky diesel', 'hip hop', 'hip hop beats', 'beats']",Tricky Diesel
52125,happy,Escape,"['alternative pop', 'indie rock', 'netlabel', 'russia', 'post-punk']",TIGERBERRY
52177,happy,Koliada: Na Vidkhadi,"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52178,happy,Ples (Winter Dance),"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52179,happy,Koliada: Is The Master Home?,"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52180,happy,Still the River Flows (Rhyming Song),"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52181,happy,Koliada to the Lady of the House,"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52182,happy,Duda (Bagpipes),"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52183,happy,Greeting Tune,"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52184,happy,Arkan (Men's Dance),"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52185,happy,Jaw Harps,"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52186,happy,Tylynka (Overture Flute),"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52187,happy,Tsymbaly Solo,"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52188,happy,Hutsulka (Dance Number),"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52189,happy,Koliada: Good Evening (with Lemon Bucket Orkestra members),"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52190,happy,Kruhliyek (Round Dance for Bees) & Ples (Well Wishes),"['trembita', 'ukraine', 'tsymbaly', 'koliadnyky of kryvorivnia', 'ukrainian folk', 'hammer dulcimer']",Koliadnyky of Kryvorivnia
52417,happy,87,"['rock', 'classic punk', 'punk', 'monitors', 'tucson']",The Monitors
52418,happy,I'll Be Frank,"['rock', 'classic punk', 'punk', 'monitors', 'tucson']",The Monitors
52419,happy,Gimmie Direction,"['rock', 'classic punk', 'punk', 'monitors', 'tucson']",The Monitors
52420,happy,Back Breaker,"['rock', 'classic punk', 'punk', 'monitors', 'tucson']",The Monitors
52421,happy,Shocktop,"['rock', 'classic punk', 'punk', 'monitors', 'tucson']",The Monitors
52422,happy,Turn It On,"['rock', 'classic punk', 'punk', 'monitors', 'tucson']",The Monitors
52423,happy,Expressway,"['rock', 'classic punk', 'punk', 'monitors', 'tucson']",The Monitors
52424,happy,Never Bored Again,"['rock', 'classic punk', 'punk', 'monitors', 'tucson']",The Monitors
52425,happy,Pennsylvania,"['rock', 'classic punk', 'punk', 'monitors', 'tucson']",The Monitors
52451,dance,Illusive Dawn,"['organoid', 'section 27']",Organoid
52452,dance,Moonlight,"['organoid', 'section 27']",Organoid
52453,dance,Inner Vacuum,"['organoid', 'section 27']",Organoid
52454,dance,One,"['organoid', 'section 27']",Organoid
52455,dance,Metamorphosis,"['organoid', 'section 27']",Organoid
52456,dance,Ubfu,"['organoid', 'section 27']",Organoid
52457,dance,Cascade,"['organoid', 'section 27']",Organoid
52459,dance,Purple Drift,"['organoid', 'section 27']",Organoid
52460,dance,Vertigo,"['organoid', 'section 27']",Organoid
52461,dance,Distance,"['organoid', 'section 27']",Organoid
52490,dance,Alban in a Hyperbad Dungeon,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52491,dance,360 On Me,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52492,dance,Night of the Imminent Walking Bears,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52493,dance,Pole Position Time!,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52494,dance,Animals Build Boats in Oolong Hats,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52495,dance,"Phwoario, What's It Anyway","['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52496,dance,Fast Forward for Framboise,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52497,dance,Omar's Birch Basses '86-'12,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52498,dance,Oroql,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52499,dance,Planktons on Stumble Beatses,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52500,dance,Moribund [Placeless],"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52501,dance,Underworld Inc.,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52502,dance,(GonGon Fishing for) Swedes in the Reeds,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52503,dance,10 Days for the Three Malarkey Twins,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52504,dance,"Uematsu Plodding, Scorchio Rising","['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52505,dance,The Second Homecoming,"['chiptune', 'handheld', 'warioware', 'micromusic', 'bitpop', 'nintendo', 'game', 'helsinki', 'dual mode records']",sirqueue
52535,happy,Shed the Skin,"['rock', 'san francisco', 'gothic americana', 'psychedelic', 'deathrock', 'post-punk']",the tunnel
52536,happy,Rumbler,"['rock', 'san francisco', 'gothic americana', 'psychedelic', 'deathrock', 'post-punk']",the tunnel
52537,happy,Confessor,"['rock', 'san francisco', 'gothic americana', 'psychedelic', 'deathrock', 'post-punk']",the tunnel
52538,happy,Devil's Reach,"['rock', 'san francisco', 'gothic americana', 'psychedelic', 'deathrock', 'post-punk']",the tunnel
52539,happy,Trigger,"['rock', 'san francisco', 'gothic americana', 'psychedelic', 'deathrock', 'post-punk']",the tunnel
52540,happy,Song of the Spectre,"['rock', 'san francisco', 'gothic americana', 'psychedelic', 'deathrock', 'post-punk']",the tunnel
52541,happy,Subterraneum,"['rock', 'san francisco', 'gothic americana', 'psychedelic', 'deathrock', 'post-punk']",the tunnel
52542,happy,Sultry Daggers,"['rock', 'san francisco', 'gothic americana', 'psychedelic', 'deathrock', 'post-punk']",the tunnel
52815,angry,A Lesson Learned - Part I - Creating Transformation,"['experimental', 'free jazz', 'spiritual', 'improvisation']",Farthest South
52824,happy,Just Be,"['rhythm and blues', 'bj block', 'funk', 'bj block dawn pemberton', 'contemporary rhythm and blues', 'dawn pemberton', 'soul']",BJ Block & Dawn Pemberton
52825,happy,Unlucky,"['rhythm and blues', 'bj block', 'funk', 'bj block dawn pemberton', 'contemporary rhythm and blues', 'dawn pemberton', 'soul']",BJ Block & Dawn Pemberton
52826,happy,Turn It Around,"['rhythm and blues', 'bj block', 'funk', 'bj block dawn pemberton', 'contemporary rhythm and blues', 'dawn pemberton', 'soul']",BJ Block & Dawn Pemberton
52827,happy,You Happy?,"['rhythm and blues', 'bj block', 'funk', 'bj block dawn pemberton', 'contemporary rhythm and blues', 'dawn pemberton', 'soul']",BJ Block & Dawn Pemberton
52828,happy,Everybody's Party,"['rhythm and blues', 'bj block', 'funk', 'bj block dawn pemberton', 'contemporary rhythm and blues', 'dawn pemberton', 'soul']",BJ Block & Dawn Pemberton
52829,happy,Up and Down,"['rhythm and blues', 'bj block', 'funk', 'bj block dawn pemberton', 'contemporary rhythm and blues', 'dawn pemberton', 'soul']",BJ Block & Dawn Pemberton
52830,happy,Without You,"['rhythm and blues', 'bj block', 'funk', 'bj block dawn pemberton', 'contemporary rhythm and blues', 'dawn pemberton', 'soul']",BJ Block & Dawn Pemberton
52831,happy,Tender,"['rhythm and blues', 'bj block', 'funk', 'bj block dawn pemberton', 'contemporary rhythm and blues', 'dawn pemberton', 'soul']",BJ Block & Dawn Pemberton
52832,dance,Findings and Methods,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52833,dance,DC China,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52834,dance,Beware Of Falling Desert Rats,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52835,dance,Notr Damata (feat. Nonima),"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52836,dance,Noxx,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52837,dance,Ophiuchi,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52838,dance,Panhandler And a Fruit,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52840,dance,Sion Are,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52841,dance,Escalate Apomorphine Treatment,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52842,dance,Isys,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52843,dance,Mic Utilisation,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52844,dance,Ewzg,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52845,dance,Rand(),"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52846,dance,Green Dunes,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52847,dance,Impromptu Lesson,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52848,dance,Vokodex,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52849,dance,Don't Leave,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52850,dance,[Odulation SX} 01 - Ell DN2,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52851,dance,[Odulation SX} 02 - Only A Hero,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52852,dance,[Odulation SX} 03 - R.C.T,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52853,dance,[Odulation SX} 04 - Odulatiion SX,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52854,dance,[Odulation SX} 05 - Bluebells,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52855,dance,[Odulation SX} 06 - Analog Memoris,"['mitoma', 'ophiuchi', 'altered carbon', 'theaudiologist', 'idm', 'instrumental', 'downtempo', 'breakbeat', 'glitch', 'hip hop']",theAudiologist
52921,angry,The Terror From Beyond!/ who traveled down highways of space and time,['the fucked up beat'],The Fucked Up Beat
52922,angry,Roswell Blues/ weeping and undressing while the sirens of Los Alamos wailed them down,['the fucked up beat'],The Fucked Up Beat
52923,angry,Radio Cult/ who disappeared into the volcanoes of Mexico,['the fucked up beat'],The Fucked Up Beat
52924,angry,Flagstaff Crop Circles/ 9 11 Mothman found alive in Arizona Desert,['the fucked up beat'],The Fucked Up Beat
52925,angry,The Dark Fields of Nevada/ who dreamt and made incarnate gaps in time and space,['the fucked up beat'],The Fucked Up Beat
52926,angry,The Odyssey of Flight 33/ We Build Ancient Ruins!,['the fucked up beat'],The Fucked Up Beat
52927,angry,Mystery Aircraft Lost in Fog over California Canyons / Holy the Stock Market filled with the millions!,['the fucked up beat'],The Fucked Up Beat
52928,angry,Our Quiet Little Town Is Now Made up of Phantoms/ now the desert is lonesome for heroes,['the fucked up beat'],The Fucked Up Beat
52929,angry,The Groom Lake Flatwoods Monster/ I'd Like Some Gasoline Please!,['the fucked up beat'],The Fucked Up Beat
52930,angry,Small Town in Texas Vanishes Overnight/ Little Green Men,['the fucked up beat'],The Fucked Up Beat
53195,dance,Xotk,"['headphonica', 'abc100']",abc100
53196,dance,Restslick,"['headphonica', 'abc100']",abc100
53197,dance,Night,"['headphonica', 'abc100']",abc100
53198,dance,Jina and Mike,"['headphonica', 'abc100']",abc100
53199,dance,Ikla,"['headphonica', 'abc100']",abc100
53200,dance,AgrhhLaser,"['headphonica', 'abc100']",abc100
53201,dance,RadioKnight,"['headphonica', 'abc100']",abc100
53308,angry,Oude Kerk Drone,"['drone', 'kevin schuit', 'noise problems', 'drummers', 'drumming']",Kevin Schuit
53370,sad,Golden,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53371,sad,Love Some,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53372,sad,All Those Days To Feel Better,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53373,sad,Leaving,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53374,sad,Alive,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53375,sad,Back To Life,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53376,sad,Life Is Good,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53377,sad,Get Back,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53378,sad,I'm With,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53379,sad,Blind To Know,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53380,sad,Two Words,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53381,sad,We'll Never Know,"['singer-songwriter', 'alt country', 'folk', 'alternative pop']",Derek Clegg
53596,angry,Moist Rita,"['analog synth', 'noise', 'experimental pop', 'electronic']",Post-Materialists
53597,angry,Glyptique,"['analog synth', 'noise', 'experimental pop', 'electronic']",Post-Materialists
53636,dance,Benbo Black Hole  (Pandacetamol Mutant Remix),['horror'],Pandacetamol
53637,dance,Small Radio - Leaf Shaped Feelings (Pandacetamol Remix),['horror'],Pandacetamol
53638,dance,TRB Hand Print (Parades of Light Remix),['horror'],Pandacetamol
53639,dance,Radio Scotvoid Special K (Pandacetamol Remix),['horror'],Pandacetamol
53640,dance,RVW Last Nnight the Whore He Said (Pandacetamol Remix),['horror'],Pandacetamol
53641,dance,TRB Moss Haiku (gathered),['horror'],Pandacetamol
53731,angry,The Purge,"['lo-fi', 'experimental', 'chants', 'world', 'tape']","Ak'chamel, The Giver of Illness"
53732,angry,Syrian Rue,"['lo-fi', 'experimental', 'chants', 'world', 'tape']","Ak'chamel, The Giver of Illness"
53733,angry,Hoodoo Blood Lore,"['lo-fi', 'experimental', 'chants', 'world', 'tape']","Ak'chamel, The Giver of Illness"
53734,angry,El Curandero,"['lo-fi', 'experimental', 'chants', 'world', 'tape']","Ak'chamel, The Giver of Illness"
53735,angry,Infierno Verde,"['lo-fi', 'experimental', 'chants', 'world', 'tape']","Ak'chamel, The Giver of Illness"
53736,angry,Money Burn,"['lo-fi', 'experimental', 'chants', 'world', 'tape']","Ak'chamel, The Giver of Illness"
53737,angry,The Rebirth,"['lo-fi', 'experimental', 'chants', 'world', 'tape']","Ak'chamel, The Giver of Illness"
53808,peaceful,"Ravel - Miroirs, I:  Noctuelles","['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53809,peaceful,"Ravel - Miroirs, II:  Oiseaux Tristes","['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53810,peaceful,"Ravel - Miroirs, III:  Une Barque Sur L'Océan","['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53811,peaceful,"Ravel - Miroirs,  IV:  Alborad","['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53812,peaceful,"Ravel - Miroirs,  V:  La Vallée Des Cloches","['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53813,peaceful,Ravel - Ma Mere L'Oye - 1: Pavane De La Belle Au Bois Dormant,"['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53814,peaceful,Ravel - Ma Mere L'Oye - 2: Petit Poucet,"['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53815,peaceful,"Ravel - Ma Mere L'Oye - 3: Laideronnette, Impératrice des Padoges","['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53816,peaceful,Ravel - Ma Mere L'Oye - 4: Les Entretiens De La Belle Et De La Bete,"['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53817,peaceful,Ravel - Ma mere l'oye - 5: Le Jardin Feerique,"['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53818,peaceful,Ravel - Menuet Antique,"['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53819,peaceful,Ravel - Menuet Sur Le Nom De Haydn,"['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53820,peaceful,Ravel - Pavane Pour Une Infante Défunte,"['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53821,peaceful,Ravel - Kaddisch [transcribed by Siloti],"['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53822,peaceful,Ravel - Boléro [transcribed by Branga],"['ravel', 'solo piano', 'felipe sarro', 'impressionism', 'modern composition']",Felipe Sarro
53823,happy,shout into the air / looking for my heart,"['mashup', 'sampling', '70s', 'remix']",1in10/Varia
53824,happy,princess prologue,"['mashup', 'sampling', '70s', 'remix']",1in10/Varia
53825,happy,will you be my girlfriend,"['mashup', 'sampling', '70s', 'remix']",1in10/Varia
53826,happy,if you call me baby / i'll be always yours,"['mashup', 'sampling', '70s', 'remix']",1in10/Varia
53827,happy,a million ways,"['mashup', 'sampling', '70s', 'remix']",1in10/Varia
53828,happy,shadows across the floor,"['mashup', 'sampling', '70s', 'remix']",1in10/Varia
53848,angry,A Six Minute Trip,"['phonography compendium', 'field recordings', 'phonography']",Alexei Biryukoff
53849,angry,Crowd,"['phonography compendium', 'field recordings', 'phonography']",Alexei Biryukoff
53850,angry,Geese,"['phonography compendium', 'field recordings', 'phonography']",Alexei Biryukoff
53851,angry,Saw,"['phonography compendium', 'field recordings', 'phonography']",Alexei Biryukoff
53852,angry,Night Fire,"['phonography compendium', 'field recordings', 'phonography']",Alexei Biryukoff
53853,angry,River And Birds,"['phonography compendium', 'field recordings', 'phonography']",Alexei Biryukoff
53854,angry,ITA Meda - Milano - Ambience Ext Italy Birds Children IRCA,"['phonography compendium', 'field recordings', 'phonography']",Emanuele Costantini
53855,angry,ITA Meda - Milano - Ambience Ext Italy Monte Cornizzolo,"['phonography compendium', 'field recordings', 'phonography']",Emanuele Costantini
53856,angry,ITA Meda - Milano - Ambience Ext Italy Traffic Passing By Holcim,"['phonography compendium', 'field recordings', 'phonography']",Emanuele Costantini
53857,angry,ITA Meda - Milano - Ambience Ext Italy Traffic Rondo Bennet,"['phonography compendium', 'field recordings', 'phonography']",Emanuele Costantini
53858,angry,Départ des hirondelles,"['phonography compendium', 'field recordings', 'phonography']",MZ-N710
53859,angry,Merle,"['phonography compendium', 'field recordings', 'phonography']",MZ-N710
53860,angry,Olseau et moutons,"['phonography compendium', 'field recordings', 'phonography']",MZ-N710
53861,angry,Ruisseau,"['phonography compendium', 'field recordings', 'phonography']",MZ-N710
53872,angry,Cloches des vaches,"['phonography compendium', 'field recordings', 'phonography']",MZ-N710
53874,angry,Hampi (excerpt),"['phonography compendium', 'field recordings', 'phonography']",François-Emmanuel Fodéré
53896,dance,Rodopted,"['international', 'electronic', 'folk', 'world-fusion', 'electro folk', 'band of mad women', 'trip hop', 'trip-hop']",Band of Mad Women
53897,dance,Take My Wings Away,"['international', 'electronic', 'folk', 'world-fusion', 'electro folk', 'band of mad women', 'trip hop', 'trip-hop']",Band of Mad Women
